Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Investors Name,InvestmentnType,Amount in USD
1572,2016-06-03,GoGo Truck,Consumer Internet,Undisclosed Investor,Seed Funding,4200000.0
1573,2016-06-03,Vyome Biosciences,Healthcare,Romulus Capital,Private Equity,4200000.0
1574,2016-06-06,SillyMonks,Consumer Internet,Sreenivasa Reddy Musani,Seed Funding,4200000.0
1575,2016-06-07,CueMath,Education,"Sequoia Capital, Unitus Seed Fund",Private Equity,4200000.0
1576,2016-06-07,KrazyBee,Consumer Internet,"Yeahmobi, Fenqile",Private Equity,4200000.0
1577,2016-06-07,Intgrea,Technology,Undisclosed Investor,Seed Funding,4200000.0
1578,2016-06-07,HelpShift,Technology,"Microsoft Ventures, Salesforce Ventures",Private Equity,4200000.0
1579,2016-06-07,CreditVidya,Technology,Kalaari Capital,Private Equity,4200000.0
1580,2016-06-08,Grey Campus,Consumer Internet,Sarath Sura,Seed Funding,4200000.0
1581,2016-06-08,ListUp,eCommerce,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,4200000.0
1582,2016-06-08,6Degree,Technology,Indian Angel Network,Seed Funding,4200000.0
1583,2016-06-08,Shopwati,Consumer Internet,Sanjiv Rai,Seed Funding,4200000.0
1584,2016-06-08,Cookifi,Consumer Internet,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,4200000.0
1585,2016-06-08,StoreKing,eCommerce,Axiata Digital,Private Equity,4200000.0
1586,2016-06-08,Wired Hub,Real Estate,"Ankit Maheshwari, Anand Singh",Seed Funding,4200000.0
1587,2016-06-08,MySeniorDoctor,Consumer Internet,BlackJag Partners,Seed Funding,4200000.0
1588,2016-06-09,Teabox,eCommerce,Cameron Jones,Seed Funding,4200000.0
1589,2016-06-09,ExtraaEdge,Consumer Internet,"Ritesh Dwivedy, Priti Padhy",Seed Funding,4200000.0
1590,2016-06-09,EPayLater,Technology,3 undisclosed HNIs,Seed Funding,4200000.0
1591,2016-06-10,Kyazoonga,eCommerce,Ratan Tata,Seed Funding,4200000.0
1592,2016-06-10,Paytunes,Consumer Internet,"CIO Angel Network, Indian Angel Network",Private Equity,4200000.0
1593,2016-06-10,Kickstart Jobs,Technology,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,4200000.0
1594,2016-06-10,Freshee,FMCG,Edelweiss Private Equity,Private Equity,4200000.0
1595,2016-06-10,MadRat Games,Technology,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,4200000.0
1596,2016-06-11,Jazzmyride,eCommerce,TVS Automobile Solutions Ltd,Private Equity,4200000.0
1597,2016-06-11,AutoSense,Technology,TVS Automobile Solutions Ltd,Private Equity,4200000.0
1598,2016-06-11,Redsun Telematics,Consumer Internet,TVS Automobile Solutions Ltd,Private Equity,4200000.0
1599,2016-06-13,KhanaGadi,Consumer Internet,50K Ventures,Seed Funding,4200000.0
1600,2016-06-13,Bombay Shirt Company,eCommerce,undisclosed investor,Private Equity,4200000.0
1601,2016-06-13,Matrubharti,Consumer Internet,Viridian Capital,Seed Funding,4200000.0
1602,2016-06-14,EdTechReview,Consumer Internet,EVC Ventures,Seed Funding,4200000.0
1603,2016-06-14,Bonhomia,Food & Beverage,Valpro Capital and existing investors,Private Equity,4200000.0
1604,2016-06-14,Gobolt,Logistics,MCube8,Seed Funding,4200000.0
1605,2016-06-14,Jivox,Technology,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,4200000.0
1606,2016-06-14,Sminq,Consumer Internet,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,4200000.0
1607,2016-06-14,CureJoy,Consumer Internet,Accel Partners India,Private Equity,4200000.0
1608,2016-06-15,Oneway.cab,Consumer Internet,Indian Angel Network,Seed Funding,4200000.0
1609,2016-06-15,GrabOnRent,eCommerce,IvyCap Ventures and Unicorn India Ventures,Private Equity,4200000.0
1610,2016-06-16,Diro Labs,Consumer Internet,Info Edge (India) Ltd,Private Equity,4200000.0
1611,2016-06-16,Unnati Helpers,Consumer Internet,Info Edge (India) Ltd,Private Equity,4200000.0
1612,2016-06-16,Athletto,Consumer Internet,Atul Ingle,Seed Funding,4200000.0
1613,2016-06-16,Saavn,Consumer Internet,Guy Oseary,Private Equity,4200000.0
1614,2016-06-16,Voonik,eCommerce,Sequoia Capital,Private Equity,4200000.0
1615,2016-06-16,ThinkPhi,Technology,Nimmagadda Prasad,Seed Funding,4200000.0
1616,2016-06-17,Cleartax,Consumer Internet,"Ravi Adusumalli, SAIF Partners",Private Equity,4200000.0
1617,2016-06-17,Silvan Innovation Labs,Technology,Infuse Ventures,Private Equity,4200000.0
1618,2016-06-17,GreytHR,Technology,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,4200000.0
1619,2016-06-17,Duffl,eCommerce,BetOnIndia Technology Pvt Ltd,Seed Funding,4200000.0
1620,2016-06-17,BYG,Consumer Internet,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,4200000.0
1621,2016-06-20,Dipper,eCommerce,Undisclosed investor,Seed Funding,4200000.0
1622,2016-06-20,Qonfuse,Consumer Internet,Hamraj Kumar,Seed Funding,4200000.0
1623,2016-06-20,The Indian IRIS,Consumer Internet,Timbru Ventures,Seed Funding,4200000.0
1624,2016-06-21,Onspoon,Consumer Internet,Swan Angel Network,Seed Funding,4200000.0
1625,2016-06-21,REstate,Consumer Internet,Idein Ventures,Seed Funding,4200000.0
1626,2016-06-21,Cleartrip,Consumer Internet,"Concur Technologies, Gund Investment",Private Equity,4200000.0
1627,2016-06-21,ProcMart,Consumer Internet,IndiaMart,Private Equity,4200000.0
1628,2016-06-21,Celerix,Technology,Bitkemy Ventures,Seed Funding,4200000.0
1629,2016-06-21,NatureNama,Consumer Internet,Unicorn Venture,Seed Funding,4200000.0
1630,2016-06-21,CyclopsMedtech,Technology,CP Bothra,Seed Funding,4200000.0
1631,2016-06-21,Syona Cosmetics,FMCG,The Chennai Angels,Seed Funding,4200000.0
1632,2016-06-21,PrettySecrets,eCommerce,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,4200000.0
1633,2016-06-22,SpiderG,Consumer Internet,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,4200000.0
1634,2016-06-23,FarEye,Technology,Saif Partners,Private Equity,4200000.0
1635,2016-06-23,The Uolo,Consumer Internet,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,4200000.0
1636,2016-06-23,Staqu,Technology,Indian Angel Network,Seed Funding,4200000.0
1637,2016-06-23,Padhopadhao,Consumer Internet,Rise India,Private Equity,4200000.0
1638,2016-06-24,Drivify,Consumer Internet,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,4200000.0
1639,2016-06-24,PratiLipi,Consumer Internet,Nexus Venture Partners,Seed Funding,4200000.0
1640,2016-06-24,ParaBlu,Technology,Kalaari Capital,Seed Funding,4200000.0
1641,2016-06-24,Schedulers Logistics,Logistics,GVFL,Private Equity,4200000.0
1642,2016-06-24,LEAP India,Others,Mayfield Ventures,Private Equity,4200000.0
1643,2016-06-24,KabadiExpress,Others,Undisclosed investor,Seed Funding,4200000.0
1644,2016-06-27,YourDost,Consumer Internet,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,4200000.0
1645,2016-06-27,Gomalon,Consumer Internet,Undisclosed investor,Seed Funding,4200000.0
1646,2016-06-27,Voler Cars,Consumer Internet,"Kanodia family, Amit Banka",Seed Funding,4200000.0
1647,2016-06-27,Travelyaari,Consumer Internet,GVFL Ltd,Private Equity,4200000.0
1648,2016-06-28,FabHotels,Consumer Internet,"Accel Partners, RB Investments",Private Equity,4200000.0
1649,2016-06-28,Locanix,Technology,Undisclosed investors,Seed Funding,4200000.0
1650,2016-06-28,LendingKart,Consumer Internet,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,4200000.0
1651,2016-06-28,Hello Tax,Consumer Internet,Sanjeev Sinha,Seed Funding,4200000.0
1652,2016-06-28,MySuperBrain,Consumer Internet,Soniks Consulting,Seed Funding,4200000.0
1653,2016-06-28,BlogBeats,Consumer Internet,Undisclosed Investor,Seed Funding,4200000.0
1654,2016-06-29,LetReach,eCommerce,vCommission,Private Equity,4200000.0
1655,2016-06-29,TrendieApp,Technology,Harsh Vardhan Hada,Seed Funding,4200000.0
1656,2016-06-29,ImpactGuru,Consumer Internet,Piyush Jain,Seed Funding,4200000.0
1657,2016-06-29,Velvetcase,eCommerce,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,4200000.0
1658,2016-06-30,Meru Cabs,Consumer Internet,Brand Capital,Private Equity,4200000.0
1659,2016-06-30,Campus Diaries,Consumer Internet,Aarin Capital,Seed Funding,4200000.0
1660,2016-06-30,Scripbox,Consumer Internet,"Omidyar Network, Accel Partners & existing investors",Private Equity,4200000.0
1661,2016-06-30,Biryani Blues,Food & Beverage,Carpediem Capital & Others,Private Equity,4200000.0
1662,2016-05-01,MotoMojo,Consumer Internet,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,4200000.0
1663,2016-05-01,Get My Parking,Technology,The Chennai Angels,Seed Funding,4200000.0
1664,2016-05-01,Prescribez,Consumer Internet,Ankush Mehta,Seed Funding,4200000.0
1665,2016-05-02,Airwood,Technology,StartupXseed Ventures,Seed Funding,4200000.0
1666,2016-05-03,Mobikwik,Consumer Internet,"GMO Payment Gateway, MediaTek",Private Equity,4200000.0
1667,2016-05-03,iDreamCareer,Consumer Internet,Brand Capital,Private Equity,4200000.0
1668,2016-05-03,Zwayam,Consumer Internet,Undisclosed investors,Seed Funding,4200000.0
1669,2016-05-03,BoiBanit,Consumer Internet,Undisclosed investors,Seed Funding,4200000.0
1670,2016-05-03,Zuver,Consumer Internet,"Shruth & Smith Group, Hermes Group",Seed Funding,4200000.0
1671,2016-05-03,Prepathon,Education,Blume Ventures,Private Equity,4200000.0
1672,2016-05-04,EasyRoads,Consumer Internet,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,4200000.0
1673,2016-05-04,Lenskart,eCommerce,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,4200000.0
1674,2016-05-04,Seclore,Technology,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,4200000.0
1675,2016-05-04,SolarTown,Technology,Grex.in,Seed Funding,4200000.0
1676,2016-05-04,Comarete,Technology,Grex.in,Seed Funding,4200000.0
1677,2016-05-04,MyDentistChoice,eCommerce,Undisclosed investors,Seed Funding,4200000.0
1678,2016-05-04,Active.ai,Technology,Kalaari Capital Accelerator Program,Seed Funding,4200000.0
1679,2016-05-04,Affordplan,Technology,Kalaari Capital Accelerator Program,Seed Funding,4200000.0
1680,2016-05-04,Indee,Consumer Internet,Kalaari Capital Accelerator Program,Seed Funding,4200000.0
1681,2016-05-05,Unbxd,Technology,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,4200000.0
1682,2016-05-05,WebAlligator,Consumer Internet,Group of undisclosed Angel Investors & HNIs,Seed Funding,4200000.0
1683,2016-05-06,EduAce Services,Education,MoMagic Technologies,Private Equity,4200000.0
1684,2016-05-06,Meesho,eCommerce,Rajul Garg & Others,Seed Funding,4200000.0
1685,2016-05-07,Zebroads,Logistics,Undisclosed investors,Seed Funding,4200000.0
1686,2016-05-09,Locus,Technology,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,4200000.0
1687,2016-05-09,Toko Innovations,Consumer Internet,"Roopak Saluja, Vishal Khare",Seed Funding,4200000.0
1688,2016-05-09,Rentickle,eCommerce,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,4200000.0
1689,2016-05-10,HealthifyMe,Consumer Internet,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,4200000.0
1690,2016-05-10,Zarget,Consumer Internet,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,4200000.0
1691,2016-05-10,InnoNano Research,Technology,NanoHoldings,Private Equity,4200000.0
1692,2016-05-10,SchoolWear,eCommerce,Undisclosed investors,Seed Funding,4200000.0
1693,2016-05-10,Swiggy,Consumer Internet,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,4200000.0
1694,2016-05-11,Zenify,Consumer Internet,Undisclosed Investors,Private Equity,4200000.0
1695,2016-05-11,Faircent,Consumer Internet,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,4200000.0
1696,2016-05-11,Fractal Analytics,Technology,Khazanah Nasional Berhad,Private Equity,4200000.0
1697,2016-05-12,Unacademy,Consumer Internet,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,4200000.0
1698,2016-05-12,Capital Float,Consumer Internet,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,4200000.0
1699,2016-05-12,Life Circle,Healthcare,GROUPE SOS,Private Equity,4200000.0
1700,2016-05-12,Dream Wallets,Consumer Internet,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,4200000.0
1701,2016-05-12,ShabdNagari,Consumer Internet,ah! Ventures,Seed Funding,4200000.0
1702,2016-05-12,Galleri5,Consumer Internet,"Phanindra Sama, Raghunandan G,",Seed Funding,4200000.0
1703,2016-05-12,Derbii,Logistics,Anurag Chauhan,Seed Funding,4200000.0
1704,2016-05-13,StayZilla,Consumer Internet,"Matrix Partners, Nexus Ventures",Private Equity,4200000.0
1705,2016-05-13,WoW Express,Logistics,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,4200000.0
1706,2016-05-16,Smartivity,eCommerce,"S Chand, AdvantEdge Partners",Private Equity,4200000.0
1707,2016-05-16,BedBathMore,Consumer Internet,"Kinnevik Group, Rocket Internet",Private Equity,4200000.0
1708,2016-05-17,Murgency,Consumer Internet,Rata Tata,Private Equity,4200000.0
1709,2016-05-17,Crownit,Consumer Internet,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,4200000.0
1710,2016-05-17,Blinge,eCommerce,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,4200000.0
1711,2016-05-18,TheSmartQ,Consumer Internet,YourNest Angel Fund,Seed Funding,4200000.0
1712,2016-05-18,PurpleHealth,Consumer Internet,Katabole Technology Venture,Seed Funding,4200000.0
1713,2016-05-18,Fundamentor,Education,Subramanya SV,Seed Funding,4200000.0
1714,2016-05-18,EduPristine,Education,"Kaizen Management Advisors, DeVry Inc",Private Equity,4200000.0
1715,2016-05-18,BhiveWorkspace,Reality,Blume Ventures,Private Equity,4200000.0
1716,2016-05-18,Parentlane,Consumer Internet,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,4200000.0
1717,2016-05-19,Appie,Consumer Internet,Undisclosed investors,Seed Funding,4200000.0
1718,2016-05-19,Niki.ai,Technology,Ratan Tata,Private Equity,4200000.0
1719,2016-05-19,TaxiVaxi,Consumer Internet,Undisclosed HNIs,Seed Funding,4200000.0
1720,2016-05-19,Veqta,Consumer Internet,"Chatsworth Management, ITW Digital",Seed Funding,4200000.0
1721,2016-05-20,i2ifunding,Consumer Internet,Undisclosed Investors,Seed Funding,4200000.0
1722,2016-05-23,EduRev,Consumer Internet,Pradeep Reddy Kamasan,Seed Funding,4200000.0
1723,2016-05-23,Hoppingo,Consumer Internet,vCommission,Seed Funding,4200000.0
1724,2016-05-24,Eatonomist,Consumer Internet,MCube Capital Advisors Pvt Ltd,Seed Funding,4200000.0
1725,2016-05-24,Goalwise,Consumer Internet,Undisclosed HNIs,Seed Funding,4200000.0
1726,2016-05-25,Roast,Consumer Internet,Indian Angel Network,Seed Funding,4200000.0
1727,2016-05-25,Address Health,Healthcare,Gray Matters Capital,Private Equity,4200000.0
1728,2016-05-25,Arcatron Mobility,Technology,Sudhir Mehta,Seed Funding,4200000.0
1729,2016-05-25,SheThePeople,Consumer Internet,Anand Mahindra,Seed Funding,4200000.0
1730,2016-05-26,Cleartax,Consumer Internet,"FF Angel, Sequoia Capital",Private Equity,4200000.0
1731,2016-05-26,Consure Medical,Healthcare,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,4200000.0
1732,2016-05-26,mChamp,Consumer Internet,MoMagic Technologies,Seed Funding,4200000.0
1733,2016-05-27,Pianta,Consumer Internet,"Kunal Shah, Sandeep Tandon",Seed Funding,4200000.0
1734,2016-05-30,Vahanalytics,Technology,"Anirudh Damani, Vikram Lakhotia",Seed Funding,4200000.0
1735,2016-05-31,Play Your Sport,Consumer Internet,Ashish Gupta and other undisclosed investors,Seed Funding,4200000.0
1736,2016-05-31,Koovs,eCommerce,HT Media Ltd,Private Equity,4200000.0
1737,2016-05-31,CCavenue,Consumer Internet,NSI Infinium Global Pvt. Ltd,Private Equity,4200000.0
1738,2016-05-31,1mg,eCommerce,HBM Healthcare Investments,Private Equity,4200000.0
1739,2016-05-31,Tpot,Food & Beverage,Ashish Gupta,Seed Funding,4200000.0
1740,2016-05-31,MachaDalo,Consumer Internet,Undisclosed Investors,Seed Funding,4200000.0
1741,2016-04-01,Dil Mil,Consumer Internet,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,4200000.0
1742,2016-04-01,PicsDream,Consumer Internet,Raman Roy,Seed Funding,4200000.0
1743,2016-04-01,Process 9,Consumer Internet,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,4200000.0
1744,2016-04-04,Housing,Consumer Internet,Vineet Singh,Private Equity,4200000.0
1745,2016-04-04,Roll Mafia,Food & Beverage,Equentia Natural Resource & Other undisclosed investors,Seed Funding,4200000.0
1746,2016-04-04,Hungama,Consumer Internet,Xiaomi Inc,Private Equity,4200000.0
1747,2016-04-04,Highway Delite,Consumer Internet,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,4200000.0
1748,2016-04-05,Cult Fitness,Healthcare,Mukesh Bansal,Seed Funding,4200000.0
1749,2016-04-05,Haptik,Technology,Times Internet Ltd,Private Equity,4200000.0
1750,2016-04-05,Servify,Consumer Internet,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,4200000.0
1751,2016-04-06,Shipsy,Logistics,DTDC Express Ltd,Private Equity,4200000.0
1752,2016-04-06,gear6,Consumer Internet,Ninestarter,Seed Funding,4200000.0
1753,2016-04-06,MyGlamm,Consumer Internet,L\\xe2\\x80\\x99Occitane,Private Equity,4200000.0
1754,2016-04-06,Petoo,Consumer Internet,Axilor Ventures,Private Equity,4200000.0
1755,2016-04-07,Truly Social,Consumer Internet,Nazara Technologies Pvt Ltd,Private Equity,4200000.0
1756,2016-04-08,Little Black Book,Consumer Internet,"IDG, Indian Angel Network",Seed Funding,4200000.0
1757,2016-04-08,Vahan,Education,Villgro,Seed Funding,4200000.0
1758,2016-04-08,imedilane,Consumer Internet,"Mahendra Patel, Nilender Chauhan",Seed Funding,4200000.0
1759,2016-04-11,Living Local,Consumer Internet,Rattan Chadha,Seed Funding,4200000.0
1760,2016-04-11,Vegfru,eCommerce,Wingify,Seed Funding,4200000.0
1761,2016-04-11,Oyo,Consumer Internet,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,4200000.0
1762,2016-04-11,PriceRaja,Consumer Internet,Prashant Puri,Seed Funding,4200000.0
1763,2016-04-12,MagicX,Consumer Internet,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,4200000.0
1764,2016-04-12,Happydemic,Consumer Internet,Shaan,Seed Funding,4200000.0
1765,2016-04-12,LenDenClub,Finance,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,4200000.0
1766,2016-04-12,Indi.com,Consumer Internet,Anil Kapoor,Seed Funding,4200000.0
1767,2016-04-13,Legalraasta,Consumer Internet,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,4200000.0
1768,2016-04-13,RainCan,Consumer Internet,Dr. Aniruddha Malpani,Seed Funding,4200000.0
1769,2016-04-13,Hippily,eCommerce,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,4200000.0
1770,2016-04-13,kredX,eCommerce,"Prime Venture Partners,",Seed Funding,4200000.0
1771,2016-04-14,Wedwise,Consumer Internet,StartUp Equity Partners,Seed Funding,4200000.0
1772,2016-04-14,BeaconsTalk,Technology,"Rajeev Agrawal, Prashant Gooty",Seed Funding,4200000.0
1773,2016-04-15,Deal 4Loans,Consumer Internet,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,4200000.0
1774,2016-04-15,RenewBuy,Consumer Internet,Mount Nathan Advisors,Seed Funding,4200000.0
